bathrooms,bedrooms,desc,living_rooms,postcode,price,property_type,town_city
4,4,"This modern apartment is situated on the 14th floor of this prestigious building which features 24 hour concierge, lift service, and secure underground parking. The stunning apartment offers ...",1,W2,"8,212",property,London
4,4,"Beautiful and spacious 4 bedroom apartment based in the heart of Marylebone. Luxury contemporary flat with open plan living, boasting large floor to ceiling windows and custom designed ...",2,NW1,"8,212",flat,London
2,3,"An apartment finished to the highest standard and offering luxury accommodation. Situated on the fifth floor and comprising of 3 bedrooms, 2 bathrooms, reception room, fully equipped open ...",1,SW1Y,"8,212",flat,London
3,4,"Onslows are delighted to market this stunning 4 bedrooms apartment in this sought after luxurious gated development, Sheldon square is minutes away from Paddington. Property has 24 hour ...",2,W2,"8,212",flat,London
1,1,"A unique duplex apartment in the heart of Marylebone Village. This luxurious property has been thoughtfully designed with a chic interior and features an abundance of natural light, state of ...",1,W1G,"8,190",flat,London
1,1,"The property is extremely well-proportioned, beautifully finished and in an excellent location overlooking Hyde Park. All bills are included, along with a daily clean and linen change. ...",1,SW7,"8,190",flat,London
4,4,"A spacious and modern 4 bedroom / 4 bathroom property to rent in this exclusive building on Baker Street, located opposite Baker Street tube station and on the cusp of Marylebone Road and ...",1,NW1,"8,190",flat,London
1,1,"Elegant 125.32 Sq Meters (1,349 Sq Ft) One Bedroom, One Bathroom Apartment, Situated Within This Most Sought After Modernised 24hr Portered Building Directly Opposite Hyde Park. Comprising Of ...",,SW7,"8,190",flat,London
4,4,A bright and spacious four-bedroom apartment with 24-hour concierge and onsite gym located in the heart of Marylebone. Sotheby’s International Realty is delighted to introduce this wonderful ...,1,NW1,"8,190",flat,London
1,1,A completely modernised apartment available within a period building benefitting from 24 hour security situated in the heart of Kensington. Located directly opposite leafy Hyde Park and steps ...,1,SW7,"8,190",flat,London
4,4,"Video tour available: A contemporary four bedroom, four bathroom property to let in this prestigious development. The property to let boasts excellent natural light throughout, and residents ...",1,NW1,"8,190",flat,London
1,1,"A stunning 1 bedroom, 1 bathroom lateral apartment situated moments from Hyde Park within a prestigious portered block (24hrs).",1,SW7,"8,190",flat,London
4,4,"Excellent modern four-bedroom apartment available to let in this prestigious and recently redeveloped Parkview Residence. The apartment offers an entrance hall, reception room, kitchen, four ...",1,NW1,"8,190",flat,London
2,2,An interior designed contemporary apartment finished to exacting standards on the second floor of this 24 hour portered development close to Harrods. Location Chevalier House is located on ...,1,SW3,"8,233",flat,London
2,3,"Property available to rent for 3 months all bills included. A recently refurbished mews house in Marylebone. The property consists of master bedroom with terrace and ensuite bathroom, second ...",1,W1W,"8,233",mews house,London
4,4,"4 bedrooms flat – 4 bathrooms(3 en – suite) Located on ground and first floor Reception room and dining area Kitchen Utility room 24 hours portered building gia: 1,570ft2 Floor plan attached",1,SW3,"8,233",flat,London
2,2,"A stunning interior designed, two bedroom apartment on the second floor of this prestigious development with 24-hour concierge located opposite Harrods. The accommodation, which consists of approximately 1509 sq ft, comprises a spacious reception room ...",1,SW3,"8,233",flat,London
2,2,"A beautifully presented two bedroom apartment in a luxuary new development, Belvedere Garden, which has to be one of London's most desirable locations. A large reception room with floor to ...",1,SE1,"8,233",flat,London
4,4,"A beautiful extension of the stunning development of Chappell Lofts is this superb freehold town house, created to an exceptional standard throughout this newly designed house boasts over ...",2,NW1,"8,233",terraced house,London
2,3,"Short let: Located on a quiet residential street within Holland Park, this extraordinary mews house has been architecturally designed to incorporate an intriguing mix of materials and offers ...",2,W11,"8,233",mews house,London
2,2,"A luxury two bedroom duplex apartment split over the first and second floors of this fantastic Georgian conversion. The property comprises reception, eat in kitchen, master bedroom with en ...",1,W1J,"8,233",flat,London
2,2,"An exclusive two bedroom apartment is available in The Knightsbridge development with 24-hour concierge, gym, spa, swimming pool and underground parking (by separate negotiation). The apartment has been finished to a high specification including the ...",1,SW7,"8,233",flat,London
3,6,"Set within close proximity to both Parsons Green and Eel Brook Common, this house offers 2 reception rooms, a study, 5 double bedrooms and 3 bathrooms. The property features a wealth of ...",2,SW6,,terraced house,London
3,3,Stunning 3 bedroom penthouse maisonette overlooking the beautiful communal gardens. The flat has extremely well proportioned and spacious rooms and is immaculately presented in a contemporary ...,2,SW1X,"8,233",duplex,London
2,2,"Located on the first floor is this stunning two bedroom loft style apartment that has been re imagined by March & White. The apartment has been designed with open living in mind, the ...",1,W1D,POA,flat,London
2,2,"Short let. Spaciously arranged over 2 floors, this beautifully presented 2 bedroom Maisonette features open-plan living space and high-specification fixtures and fittings. Fulham Riverside ...",1,SW6,"8,234",flat,London
6,5,"A substantial and well presented split-level penthouse apartment ideally located moments from Regents Park, Primrose Hill and the amenities of St John's Wood High Street including the ...",1,NW8,"8,233",flat,London
2,2,"A two double bedroom split level apartment with direct lift access, concierge service and a private roof terrace.Curzon Street is close to Shepherds Market which contains many fine ...",1,W1J,"8,233",flat,London
5,5,"A spacious 2309 sq ft five bedroom, five bathroom split level penthouse apartment with wrap around roof terrace and underground parking.Avenue Road is ideally located close the open spaces of ...",1,NW8,"8,233",flat,London
2,2,"A two double bedroom split level apartment with direct lift access, concierge service and a private roof terrace. Situated over the first and second floors of a Georgian conversion, the ...",1,W1J,"8,233",duplex,London
3,5,"Located in one of London's finest residential blocks with London's largest residential communal roof garden, this stylish five bedroom flat offers ample living space complete with a balcony. ...",1,NW1,"8,233",flat,London
3,3,Desirably located 3 bedroom property in the heart of Knightsbridge circa 2300sqft. Available early April. Short walk from Hyde Park. Private outside space. Wooden flooring throughout. Video ...,2,SW1X,"8,233",flat -,London
3,3,Desirably located 3 bedroom property in the heart of Knightsbridge circa 2300sqft. Available early April. Short walk from Hyde Park. Private outside space. Wooden flooring throughout. Video ...,2,SW1X,"8,233",flat -,London
2,2,"Serviced Apartment short stay from £192 per night. Luxurious portered apartments in Central London, with Oxford Street and Hyde Park just a 5-10 minute walk away. Each serviced apartment ...",,W1H,"8,395",flat,London
2,3,"A beautifully presented fourteenth floor apartment which has been interior designed throughout by TH2 Designs with spectacular north easterly views of London. Accommodation comprises of three double bedrooms, two en suite shower rooms, one guest ...",1,SW1E,"8,385",flat,London
4,3,"100% Ready For LivingFully furnished: Beds and bedding, linen, cutlery, towels, wifi…All inclusive: From bills to a weekly cleanStay-to-the-day – no fixed contractsEnd-To-End ServiceDedicated ...",1,NW10,"8,351",town house,London
2,2,"This property a spectacular two-bedroom apartment with its own private terrace in Mayfair. Located on the first floor of a Grade II listed, Victorian red brick building located in the heart ...",1,W1K,"8,342",flat,London
2,2,"********** short let ************ This beautiful apartment next door to selfridges set within an extremely charming mansion block comprises of two very good size double bedrooms, two ...",2,W1K,"8,342",flat,London
3,3,"The award winning development Fulham Reach, by St George is located on one of the most dramatic stretches of the River Thames with views that stretch across to Hammersmith Bridge and beyond, ...",1,W6,"8,342",flat,London
